Date Time, VATO Actual_Location_Confirmed, , , VATO Actual_Location-Region_ID, , , VATO Actual_Location-Segment_ID, , , VATO Actual_Location-Offset, , , VATO Actual_Speed, , , VATO Actual_Speed_KPH, , , VATO Controlling_ATC, , , VATO CTM_Debug[0], , , VATO CTM_Debug[1], , , VATO CTM_Debug[2], , , VATO CTM_Debug[3], , , VATO CTM_Debug[4], , , VATO CTM_Debug[5], , , VATO CTM_Debug[6], , , VATO CTM_Debug[7], , , VATO Hold_Train_Result_From_Alarm, , , VATO Hold_Train_From_RATO, , , VATO Hold_In_Station, , , VATO Hold_Doors_Open, , , VATO Loss_Of_Comm_With_RATO, , , VATO Next_Operating_Mode, , , VATO NP_Read_Counter, , , VATO Occupied_Berths, , , VATO Operating_Mode, , , VATO Startup_Request, , , VATO VATC_Cradle_Index, , , VATO Initialization_Complete, , , Event Name, 
, Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , 
19/03/2019 10:24:53, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:53, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:53, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:53, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:53, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:53, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:53, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:53, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:53, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:53, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:54, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:54, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:54, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:54, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:54, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:54, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:54, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:54, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:54, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:55, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:55, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:55, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:55, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:55, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:55, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:55, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:55, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:55, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:55, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:55, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:56, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:56, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:56, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:56, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:56, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:56, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:56, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:56, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:56, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:57, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:57, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:57, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:57, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:57, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:57, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:57, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:57, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:57, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
19/03/2019 10:24:57, 1, 0,  , 1, 0,  , 6, 0,  , 3431, 343,1,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 0, 0,  , 0, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 1, 0,  , 1, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 5, 0, UTO_MODE, 36, 0,  , 6, 0, BERTH2|BERTH3, 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 1, 0,  , 
